"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","30BXRYBRP4XOH93QBO5WYI8ZB2MWH7","AJB8WMGH7DEOT","Submitted","Thu May 03 19:53:20 PDT 2018","Thu May 03 19:54:48 PDT 2018","Sat May 05 19:54:48 PDT 2018","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","58268272"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","3137ONMDKG5G0DMO6IT8RCPYPZDEGL","A1L4HASH49EKFW","Submitted","Thu May 03 22:06:44 PDT 2018","Thu May 03 22:08:15 PDT 2018","Sat May 05 22:08:15 PDT 2018","","","","91","0% (0/0)","0% (0/0)","0% (0/0)","44360449"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","3180JW2OT4CQVWJW3NL8KVB14YN5J7","A1EGFOV48GL9ZY","Submitted","Thu May 03 20:04:57 PDT 2018","Thu May 03 20:06:26 PDT 2018","Sat May 05 20:06:26 PDT 2018","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","19201830"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","31LVTDXBL7ALV95U3FAO3BTP04GRL6","A1G3G0YQ80PTL9","Submitted","Thu May 03 19:53:45 PDT 2018","Thu May 03 19:54:24 PDT 2018","Sat May 05 19:54:24 PDT 2018","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","7760165"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","31QTRG6Q2TDKJVWE92VPSOV682ZYPI","AKX436C0G1LV8","Submitted","Thu May 03 21:04:21 PDT 2018","Thu May 03 21:05:42 PDT 2018","Sat May 05 21:05:42 PDT 2018","","","","81","0% (0/0)","0% (0/0)","0% (0/0)","96515337"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","31T4R4OBOSGIAMR9HOJJVBC25KA7CB","A3IX1RJUNN7R1S","Submitted","Thu May 03 20:31:10 PDT 2018","Thu May 03 20:31:18 PDT 2018","Sat May 05 20:31:18 PDT 2018","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","65114513"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","31UV0MXWNQCU0LZQL5088UW1RIVI53","A1U1NHFXREYH5X","Submitted","Thu May 03 19:04:09 PDT 2018","Thu May 03 19:06:01 PDT 2018","Sat May 05 19:06:01 PDT 2018","","","","112","0% (0/0)","0% (0/0)","0% (0/0)","24779323"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","31Z0PCVWUKFZW3TK3AE9KLC6T6X7TH","A1QY1MFS05SZY6","Submitted","Thu May 03 23:39:39 PDT 2018","Thu May 03 23:41:30 PDT 2018","Sat May 05 23:41:30 PDT 2018","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","48532038"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","320DUZ38G7MOBT8GKJ4ZOS2QU75JG7","A2Z06HU24S6BZ2","Submitted","Thu May 03 21:26:30 PDT 2018","Thu May 03 21:28:21 PDT 2018","Sat May 05 21:28:21 PDT 2018","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","35234506"
"32CAVSKPCEPXYAVEOXI9ZNCA5JS1UN","3Q5AG2X64R1EX5FMG1GS0HUOVXRVML","Make a numerical estimate from a line graph.","After responding to a few simple qualification questions about a graph, you will be asked to carefully study another graph for 20 seconds and then answer a question about it.","survey, number, estimate","$0.15","Thu May 03 19:00:27 PDT 2018","480","BatchId:3219791;OriginalHitTemplateId:920937340;","120","172800","Fri May 04 00:00:27 PDT 2018","","","323Q6SJS8IGM6NHVLZVWUUMZG0YFHW","A22Q1PM1ASTRW9","Submitted","Thu May 03 20:37:51 PDT 2018","Thu May 03 20:38:23 PDT 2018","Sat May 05 20:38:23 PDT 2018","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","234211"
